,age,job,marital,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y
35489,28,10,2,0,417,1,1,7,8,188,2,366,2,0
35490,37,5,1,0,19,1,0,7,8,580,2,999,0,0
35491,33,10,0,0,2,1,0,7,8,600,2,330,17,0
35492,56,10,1,0,264,1,1,7,8,639,2,280,5,0
35493,41,2,1,0,424,1,0,7,8,83,5,999,0,0
35494,33,1,1,0,543,1,0,7,8,244,2,999,0,0
35495,28,7,2,0,75,1,0,7,8,245,3,999,0,0
35496,54,2,0,0,1145,1,0,7,8,178,3,999,0,0
35497,24,10,1,0,432,1,0,7,8,212,2,999,0,0
35498,39,10,0,0,411,1,0,7,8,17,2,999,0,0
35499,36,4,1,0,556,1,0,7,8,35,3,999,0,0
35500,33,8,1,0,0,1,0,7,8,227,2,999,0,0
35501,46,3,1,0,193,1,0,7,8,201,8,999,0,0
35502,42,2,1,0,0,1,1,7,8,209,2,999,0,0
35503,38,10,1,0,2000,1,0,7,8,198,2,999,0,0
35504,34,1,1,0,48,1,0,7,8,1806,2,287,3,1
35505,34,10,2,0,105,1,0,7,8,146,2,171,3,0
35506,27,2,2,1,-717,1,1,7,8,202,2,349,1,0
35507,31,1,1,0,799,1,0,7,8,556,3,999,0,0
35508,35,1,0,0,0,1,0,7,8,262,2,999,0,0
35509,31,10,2,0,460,1,0,7,8,189,2,999,0,0
35510,23,4,1,0,66,1,0,7,8,1391,2,999,0,1
35511,26,4,1,0,13,1,0,7,8,132,2,293,1,0
35512,31,11,2,0,140,1,0,7,8,11,2,999,0,0
35513,51,5,1,0,1854,1,1,7,8,166,3,338,2,0
35514,53,2,1,0,2144,1,0,7,8,217,2,342,1,0
35515,49,2,2,0,2146,1,0,7,8,1516,2,353,2,1
35516,56,3,1,0,16125,0,0,7,8,202,2,167,1,0
35517,38,1,0,0,2801,1,1,7,8,252,2,999,0,0
35518,39,2,1,0,660,1,1,7,8,93,4,168,3,0
35519,38,2,2,0,0,1,0,7,8,350,2,999,0,0
35520,57,8,1,0,1577,1,0,7,8,908,2,357,1,0
35521,33,2,1,0,50,1,0,7,8,246,2,999,0,0
35522,29,2,1,0,-20,1,0,7,8,140,3,999,0,0
35523,31,2,1,0,1664,1,0,7,8,603,2,17,2,0
35524,44,7,1,0,11757,0,0,7,8,152,2,999,0,0
35525,37,11,2,0,490,1,1,7,8,739,2,325,3,0
35526,38,2,0,0,595,1,0,7,8,245,3,999,0,0
35527,43,2,1,0,1255,1,1,7,8,300,2,999,0,0
35528,41,10,0,0,348,1,0,7,8,225,2,275,2,0
35529,28,1,2,0,-181,1,1,7,8,429,2,343,4,0
35530,32,2,2,0,567,1,0,7,8,275,2,342,4,0
35531,32,5,0,1,-277,1,0,7,8,196,3,999,0,0
35532,33,10,2,0,5214,1,0,7,8,293,2,999,0,0
35533,42,11,1,0,356,1,0,7,8,787,3,356,2,1
35534,37,2,1,0,740,1,0,7,8,434,3,342,2,0
35535,55,6,1,0,1,1,0,7,8,79,2,360,6,0
35536,32,3,1,0,0,1,0,7,8,388,2,349,2,0
35537,50,5,1,0,1174,1,0,7,8,128,2,999,0,0
35538,45,10,1,0,1240,0,0,7,8,269,2,999,0,0
35539,32,10,2,0,2626,1,1,7,8,217,2,351,2,0
35540,32,2,2,0,3014,1,0,7,8,291,2,999,0,0
35541,40,1,1,0,168,1,0,7,8,249,2,169,1,0
35542,38,3,1,0,1134,1,0,7,8,249,4,332,3,0
35543,29,5,1,0,991,0,0,7,8,109,2,999,0,0
35544,32,1,1,0,203,1,1,7,8,219,2,999,0,0
35545,36,5,0,0,-252,1,0,7,8,235,2,293,1,0
35546,55,5,0,0,608,1,0,7,8,161,2,999,0,0
35547,37,5,1,0,591,1,0,7,8,181,2,255,5,0
35548,39,8,2,0,1163,1,0,7,8,432,3,363,2,0
35549,59,6,1,0,417,1,0,7,8,476,2,999,0,0
35550,39,2,1,0,62,1,0,7,8,877,3,999,0,1
35551,33,10,1,0,348,1,0,7,8,263,2,294,1,0
35552,31,8,2,0,1192,1,0,7,8,156,2,349,2,0
35553,24,8,2,0,638,1,1,7,8,792,3,999,0,1
35554,36,10,1,0,197,1,0,7,8,589,2,999,0,0
35555,46,10,0,0,-154,1,0,7,8,215,2,294,1,0
35556,30,10,2,0,3086,1,0,7,8,84,3,168,1,0
35557,43,8,2,0,37,1,0,7,8,329,2,999,0,0
35558,33,10,0,0,2558,0,0,7,8,680,2,367,2,0
35559,45,1,1,1,-106,1,1,7,8,553,3,288,1,1
35560,35,2,1,0,848,1,0,7,8,174,3,366,2,0
35561,29,7,1,0,0,1,0,7,8,253,2,302,1,0
35562,33,2,1,0,1221,1,0,7,8,127,6,999,0,0
35563,27,10,1,0,130,1,0,7,8,265,3,999,0,0
35564,27,4,2,0,979,1,0,7,8,272,4,357,1,0
35565,32,2,1,0,2263,0,0,7,8,113,2,999,0,0
35566,45,8,0,0,608,1,1,7,8,1135,3,323,30,1
35567,32,8,2,0,1274,1,0,7,8,239,2,999,0,0
35568,48,5,1,0,60,0,0,7,8,376,2,339,7,0
35569,32,1,2,0,626,1,0,7,8,324,2,351,1,0
35570,30,5,1,0,86,1,1,7,8,255,6,169,3,0
35571,32,1,1,0,516,1,0,7,8,20,8,999,0,0
35572,43,1,0,0,146,1,0,7,8,274,3,358,2,0
35573,33,2,1,0,0,1,0,7,8,831,4,999,0,0
35574,52,5,1,0,0,1,1,7,8,541,3,343,5,0
35575,58,3,2,0,229,1,0,7,8,162,7,999,0,0
35576,37,2,1,0,-158,1,1,7,8,892,2,999,0,0
35577,59,5,1,0,0,1,0,7,8,123,3,999,0,0
35578,57,10,1,0,3071,1,1,7,8,63,3,999,0,0
35579,39,10,0,0,291,1,0,7,8,882,2,999,0,1
35580,44,5,0,0,0,1,0,7,8,146,4,999,0,0
35581,25,7,2,0,933,1,0,7,8,463,2,999,0,0
35582,43,2,1,0,823,1,0,7,8,174,12,999,0,0
35583,24,10,2,0,-540,1,0,7,8,190,2,999,0,0
35584,25,10,0,0,2317,1,0,7,8,273,4,999,0,0
35585,33,8,1,0,0,1,1,7,8,172,2,999,0,0
35586,46,6,1,0,-35,1,0,7,8,304,3,999,0,0
35587,50,2,1,0,26,1,0,7,8,245,5,366,2,0
35588,38,8,1,0,563,1,0,7,8,251,2,999,0,0
35589,33,10,0,0,0,1,0,7,8,177,2,999,0,0
35590,26,9,2,0,279,0,0,7,8,239,3,999,0,0
35591,39,1,1,0,464,1,0,7,8,100,1,999,0,0
35592,22,9,2,0,252,1,0,7,8,206,3,999,0,0
35593,45,2,0,0,-184,1,0,7,8,878,3,170,5,1
35594,39,8,2,0,403,1,0,7,8,1262,3,999,0,1
35595,46,10,1,0,-408,1,1,7,8,138,4,286,1,0
35596,51,2,1,0,0,1,0,7,8,10,4,999,0,0
35597,53,2,1,0,0,1,0,7,8,407,2,999,0,0
35598,35,2,1,0,1615,1,0,7,8,1051,2,999,0,0
35599,34,1,0,0,0,1,0,7,8,323,3,999,0,0
35600,27,2,1,1,-584,1,0,7,8,411,2,999,0,0
35601,49,5,1,0,734,1,0,7,8,42,2,324,3,0
35602,54,2,1,0,1223,1,0,7,8,369,1,999,0,0
35603,52,5,1,0,249,1,1,7,8,100,1,999,0,0
35604,27,2,2,0,185,1,0,7,8,212,1,999,0,0
35605,41,5,1,0,11103,1,0,7,8,55,1,999,0,0
35606,37,2,1,0,140,1,1,7,8,490,1,999,0,0
35607,28,1,2,0,26,1,0,7,8,227,2,999,0,0
35608,39,2,2,0,0,1,0,7,8,722,2,999,0,0
35609,45,10,0,0,3271,0,0,7,8,388,2,999,0,0
35610,36,2,1,0,195,1,1,7,8,1297,2,999,0,0
35611,33,10,2,0,781,1,0,7,8,201,1,999,0,0
35612,32,10,2,0,1849,1,0,7,8,155,1,999,0,0
35613,34,2,2,0,279,1,0,7,8,208,1,357,1,0
35614,29,10,2,0,281,1,0,7,8,340,1,999,0,0
35615,26,10,1,0,518,1,0,7,8,189,3,999,0,0
35616,28,8,2,0,805,1,0,7,8,148,5,336,7,0
35617,29,5,1,0,202,1,0,7,8,378,1,999,0,0
35618,49,2,1,0,762,1,0,7,8,373,2,360,4,0
35619,47,8,1,0,1269,1,0,7,8,181,1,253,6,0
35620,38,2,1,0,117,1,0,7,8,54,1,337,1,0
35621,40,1,0,0,64,1,0,7,8,873,1,293,1,0
35622,43,2,1,0,232,1,0,8,8,128,8,324,7,0
35623,37,8,1,0,4760,1,0,8,8,182,2,169,2,0
35624,47,2,0,0,169,1,0,8,8,141,2,999,0,0
35625,36,8,0,0,418,1,0,8,8,156,2,999,0,0
35626,35,5,1,0,247,1,0,8,8,209,3,367,3,0
35627,44,10,1,0,135,1,0,8,8,262,3,999,0,0
35628,40,1,0,0,-607,1,0,8,8,328,2,353,2,0
35629,43,5,1,0,9,1,0,8,8,142,3,358,3,0
35630,42,3,1,0,319,1,0,8,8,17,9,999,0,0
35631,37,2,1,0,0,1,0,8,8,143,4,999,0,0
35632,57,5,0,0,52,1,0,8,8,40,3,359,8,0
35633,29,1,1,0,500,1,0,8,8,8,8,999,0,0
35634,34,11,1,0,1243,1,1,8,8,157,4,999,0,0
35635,56,2,1,0,1255,1,0,8,8,145,1,999,0,0
35636,25,10,2,0,50,1,0,8,8,191,1,999,0,0
35637,39,1,2,0,2345,1,0,8,8,491,2,344,2,1
35638,50,5,1,0,400,1,0,8,8,41,1,360,1,0
35639,33,2,1,0,245,1,1,8,8,253,3,999,0,0
35640,43,2,1,0,0,1,0,8,8,440,1,999,0,0
35641,31,5,1,0,-181,1,0,8,8,127,1,170,2,0
35642,39,1,2,0,2749,1,0,8,8,104,1,170,1,0
35643,44,3,1,0,5039,0,0,8,8,317,2,999,0,0
35644,42,2,1,0,608,1,0,8,8,67,2,999,0,0
35645,31,7,2,0,7118,1,0,8,8,795,6,170,3,0
35646,34,11,2,0,233,1,0,8,8,11,8,365,4,0
35647,57,6,0,0,1029,1,0,8,8,165,1,999,0,0
35648,37,2,1,0,120,1,0,8,8,80,4,358,1,0
35649,41,2,1,0,2039,1,0,8,8,729,1,999,0,1
35650,42,5,0,0,357,1,0,8,8,39,1,999,0,0
35651,29,1,0,0,883,0,1,8,8,85,1,999,0,0
35652,42,1,2,0,-149,1,1,8,8,33,1,999,0,0
35653,57,2,0,0,75,1,0,8,8,159,1,361,2,0
35654,53,10,1,0,7,0,1,8,8,57,1,368,1,0
35655,53,10,0,0,629,1,0,8,8,298,1,999,0,0
35656,37,10,1,0,1613,1,0,8,8,266,1,281,11,0
35657,33,10,2,0,3806,1,0,8,8,95,3,999,0,0
35658,48,5,2,0,0,1,1,8,8,76,1,999,0,0
35659,30,5,2,0,277,1,0,8,8,166,1,42,1,0
35660,41,1,0,0,639,1,0,8,8,88,1,999,0,0
35661,45,7,1,0,264,1,0,8,8,113,1,360,2,0
35662,39,5,1,0,3518,1,0,8,8,440,1,999,0,0
35663,32,10,1,0,56,1,0,8,8,126,1,359,5,0
35664,40,7,1,0,167,1,1,8,8,380,4,295,1,0
35665,57,8,1,0,68,1,0,8,8,65,2,999,0,0
35666,45,1,2,0,0,1,0,8,8,38,1,999,0,0
35667,45,8,1,0,770,1,0,8,8,114,1,999,0,0
35668,45,5,1,0,458,1,0,8,8,181,3,999,0,0
35669,46,5,1,0,174,1,0,8,8,157,1,999,0,0
35670,56,1,0,0,789,1,0,8,8,1022,1,360,2,0
35671,56,10,1,0,2313,1,0,8,8,293,3,364,2,0
35672,40,2,0,0,71,1,0,8,8,225,1,999,0,0
35673,34,10,1,0,1234,1,0,8,8,106,1,288,6,0
35674,38,2,2,0,0,1,1,8,8,84,1,290,1,0
35675,33,2,1,0,0,0,0,8,8,174,1,999,0,0
35676,41,5,1,0,-4,1,0,8,8,72,1,368,1,0
35677,43,2,1,0,2,1,1,8,8,7,5,999,0,0
35678,43,10,1,0,-330,1,1,8,8,105,1,999,0,0
35679,27,5,2,0,1137,1,0,8,8,26,1,999,0,0
35680,33,10,1,0,0,1,0,8,8,206,1,999,0,0
35681,33,10,2,0,220,1,0,8,8,197,1,999,0,0
35682,34,5,2,0,5945,1,0,8,8,285,1,170,1,0
35683,59,7,1,0,6237,1,0,8,8,63,1,169,2,0
35684,39,8,1,0,100,1,0,8,8,132,1,999,0,0
35685,42,2,0,0,28,1,0,8,8,213,5,999,0,0
35686,30,2,1,0,194,1,0,8,8,475,3,999,0,0
35687,31,10,2,0,106,1,0,8,8,94,1,999,0,0
35688,23,10,2,0,4,1,0,8,8,763,1,999,0,1
35689,49,10,1,0,-129,1,0,8,8,240,1,999,0,0
35690,40,1,0,0,2679,1,1,8,8,122,1,350,1,0
35691,31,10,2,0,691,1,0,8,8,198,1,999,0,0
35692,39,1,2,0,1965,1,0,8,8,247,1,999,0,0
35693,56,5,1,0,73,1,0,8,8,122,1,368,2,0
35694,43,1,2,0,979,1,0,8,8,154,1,999,0,0
35695,31,11,0,0,1144,1,0,8,8,65,2,367,1,0
35696,41,2,0,0,-274,1,0,8,8,279,1,999,0,0
35697,46,5,1,0,716,1,1,8,8,557,1,172,1,0
35698,32,11,2,0,747,1,0,8,8,130,2,999,0,0
35699,34,5,2,0,220,1,0,8,8,63,1,999,0,0
35700,32,10,1,0,0,1,0,8,8,77,2,999,0,0
35701,55,8,1,0,244,1,0,8,8,171,1,999,0,0
35702,35,2,1,0,0,1,0,8,8,265,1,290,2,0
35703,30,10,1,0,4,1,0,8,8,17,5,999,0,0
35704,39,5,0,0,299,1,0,8,8,40,2,999,0,0
35705,57,10,1,0,28,1,0,8,8,163,1,358,1,0
35706,48,5,0,0,313,0,0,8,8,208,1,999,0,0
35707,51,1,0,0,74,1,0,8,8,74,2,287,2,0
35708,58,10,1,0,950,1,0,8,8,49,1,303,1,0
35709,36,1,2,0,506,1,0,8,8,208,4,999,0,0
35710,40,5,2,0,259,1,0,8,8,70,1,999,0,0
35711,54,3,1,0,19,1,0,8,8,103,1,368,1,0
35712,35,2,1,0,156,1,0,8,8,302,1,283,3,0
35713,31,10,2,0,-423,1,0,8,8,103,6,999,0,0
35714,38,3,1,0,350,1,0,8,8,75,1,999,0,0
35715,48,2,1,0,1794,1,1,8,8,97,1,343,2,0
35716,48,5,0,0,84,1,0,8,8,14,5,364,5,0
35717,36,8,1,0,-182,1,1,8,8,19,6,304,11,0
35718,31,2,1,0,8,1,0,8,8,98,2,170,1,0
35719,32,2,2,0,259,1,0,8,8,158,3,354,1,0
35720,46,6,1,0,2396,0,0,8,8,307,1,999,0,0
35721,50,10,1,0,20,1,0,8,8,57,1,303,1,0
35722,41,2,1,0,1428,1,1,8,8,182,1,999,0,0
35723,44,10,1,0,533,1,0,8,8,153,4,171,3,0
35724,46,2,1,0,9083,1,0,8,8,389,1,999,0,0
35725,39,2,1,0,171,1,1,8,8,153,1,353,1,0
35726,49,8,1,0,4300,1,1,8,8,134,1,256,6,0
35727,40,10,0,0,-163,1,0,8,8,290,1,999,0,0
35728,40,1,1,0,526,1,0,8,8,851,1,999,0,0
35729,27,2,1,0,14,0,0,8,8,295,1,999,0,0
35730,48,2,1,0,5078,1,0,8,8,139,1,999,0,0
35731,47,5,1,0,296,1,0,8,8,500,1,999,0,0
35732,57,1,1,0,6005,1,0,8,8,704,1,323,6,1
35733,36,2,1,0,74,1,0,8,8,168,2,999,0,0
35734,31,2,1,0,-190,1,1,8,8,299,3,999,0,0
35735,23,2,2,0,0,1,0,8,8,6,5,350,2,0
35736,32,2,2,0,1918,1,0,8,8,318,1,172,1,0
35737,27,7,2,0,23,1,0,8,8,291,1,999,0,0
35738,46,2,1,0,842,1,0,8,8,833,1,999,0,1
35739,56,6,1,0,2330,0,0,8,8,209,1,999,0,0
35740,36,2,1,0,0,1,0,8,8,113,1,999,0,0
35741,43,5,1,0,489,1,0,8,8,130,1,172,2,0
35742,53,1,1,0,0,1,0,8,8,86,1,298,3,0
35743,40,5,1,0,408,1,0,8,8,80,1,322,4,0
35744,38,1,0,0,859,1,1,8,8,52,1,302,4,0
35745,36,8,1,0,0,1,0,8,8,346,1,368,1,0
35746,49,5,1,0,1311,1,0,8,8,813,1,999,0,1
35747,32,1,1,0,-4,0,0,8,8,47,5,999,0,0
35748,48,5,1,0,0,1,0,8,8,612,1,344,1,0
35749,56,2,1,0,-116,1,0,8,8,1014,2,999,0,0
35750,47,2,1,0,265,1,0,8,8,144,2,368,1,0
35751,51,5,0,0,-35,1,0,8,8,498,1,263,5,0
35752,40,5,1,0,0,1,0,8,8,232,1,999,0,0
35753,50,2,0,0,-441,1,0,8,8,203,2,999,0,0
35754,37,10,0,0,262,1,0,8,8,268,1,281,4,0
35755,39,2,1,0,860,1,0,8,8,312,1,999,0,0
35756,44,10,1,0,227,1,1,8,8,364,1,262,2,0
35757,48,8,0,0,62,1,0,8,8,561,1,999,0,0
35758,33,5,0,0,0,1,0,8,8,212,2,999,0,0
35759,48,1,1,0,1131,0,1,8,8,49,1,999,0,0
35760,35,5,2,0,642,0,0,8,8,278,1,999,0,0
35761,31,5,2,0,1090,1,0,8,8,50,1,303,1,0
35762,53,10,1,0,253,1,0,8,8,763,1,999,0,0
35763,51,2,0,0,203,1,0,8,8,134,1,170,5,0
35764,45,8,1,0,972,1,0,8,8,343,1,282,3,0
35765,43,8,1,0,177,1,0,8,8,120,1,999,0,0
35766,38,1,0,0,258,1,0,8,8,191,1,999,0,0
35767,41,6,2,0,0,0,0,8,8,239,1,368,2,0
35768,29,10,2,0,156,1,0,8,8,111,4,347,3,0
35769,37,2,2,0,180,1,0,8,8,114,2,999,0,0
35770,50,10,1,0,-287,1,0,8,8,92,1,347,1,0
35771,49,8,2,0,1884,1,0,8,8,43,1,999,0,0
35772,42,5,1,0,0,1,0,8,8,88,1,360,1,0
35773,52,2,1,0,33,0,0,8,8,301,1,999,0,0
35774,33,2,2,0,1925,1,0,8,8,87,2,67,2,0
35775,29,10,1,0,1599,1,0,8,8,36,1,999,0,0
35776,40,7,0,0,4647,1,0,8,8,330,2,999,0,0
35777,38,2,2,0,238,1,0,8,8,86,1,366,2,0
35778,58,5,1,0,541,1,0,8,8,98,1,999,0,0
35779,36,8,1,0,138,1,0,8,8,39,3,999,0,0
35780,32,2,1,0,0,1,0,8,8,80,2,999,0,0
35781,28,1,2,0,-281,1,0,8,8,144,4,340,4,0
35782,36,2,1,0,0,1,0,8,8,91,2,170,2,0
35783,37,2,1,0,3653,1,0,8,8,525,1,999,0,0
35784,46,5,1,0,1098,0,0,8,8,99,3,343,3,0
35785,39,2,1,0,-196,1,0,8,8,127,2,999,0,0
35786,32,2,1,0,333,1,0,8,8,501,2,999,0,1
35787,44,1,1,1,-204,1,0,8,8,105,1,347,2,0
35788,44,2,1,0,1343,1,1,8,8,414,2,287,2,0
35789,46,2,2,0,-100,1,0,8,8,445,2,303,1,0
35790,37,2,1,0,403,1,0,8,8,318,2,338,1,0
35791,29,5,2,0,3041,1,0,8,8,606,3,999,0,1
35792,28,2,2,0,0,1,0,8,8,191,3,999,0,0
35793,39,1,1,0,444,1,0,8,8,374,2,999,0,0
35794,47,10,1,0,1280,0,0,8,8,51,1,999,0,0
35795,29,2,2,0,234,1,0,8,8,139,1,345,1,0
35796,35,2,2,0,0,1,0,8,8,237,1,368,1,0
35797,33,5,1,0,113,1,0,8,8,145,2,172,13,0
35798,34,10,0,0,136,1,0,8,8,136,2,999,0,0
35799,40,4,2,0,109,1,0,8,8,308,1,367,3,0
35800,37,5,1,0,6815,1,0,8,8,92,2,172,2,0
35801,36,5,2,0,278,0,0,8,8,1243,2,999,0,0
35802,36,8,1,0,0,1,0,8,8,52,1,999,0,0
35803,35,8,1,0,70,1,1,8,8,197,1,350,4,0
35804,28,9,2,0,231,1,0,8,8,55,1,999,0,0
35805,42,5,1,0,4,1,0,8,8,579,2,295,1,1
35806,41,8,0,0,-170,1,0,8,8,125,1,999,0,0
35807,49,10,0,0,95,1,0,8,8,90,1,999,0,0
35808,43,7,1,0,0,1,0,8,8,131,1,999,0,0
35809,41,2,1,0,0,1,0,8,8,171,1,368,1,0
35810,52,2,1,0,372,1,0,8,8,478,1,999,0,0
35811,47,8,1,0,759,1,0,8,8,75,1,323,2,0
35812,46,2,2,0,0,1,0,8,8,120,2,999,0,0
35813,37,2,0,0,638,1,0,8,8,326,1,326,2,0
35814,47,2,0,0,603,1,1,8,8,1080,1,999,0,1
35815,30,10,0,0,33,1,0,8,8,87,3,999,0,0
35816,41,3,1,0,10,1,0,8,8,196,2,172,2,0
35817,45,10,1,0,0,0,0,8,8,166,1,340,1,0
35818,52,8,1,0,774,1,0,8,8,159,1,999,0,0
35819,37,5,2,0,331,1,0,8,8,94,3,999,0,0
35820,36,5,1,0,0,1,0,8,8,308,3,999,0,1
35821,33,1,0,0,294,1,0,8,8,763,1,999,0,1
35822,43,8,1,0,574,1,0,8,8,140,1,999,0,0
35823,26,5,2,0,962,1,0,8,8,132,1,999,0,0
35824,42,1,1,0,3279,1,0,8,8,261,1,344,1,0
35825,37,10,1,0,88,1,1,8,8,66,1,308,2,0
35826,33,1,2,0,1,1,0,8,8,56,1,999,0,0
35827,41,10,0,0,106,1,1,8,8,197,2,999,0,0
35828,37,6,1,0,71,0,1,8,8,254,1,999,0,0
35829,45,2,1,0,247,1,0,8,8,157,1,999,0,0
35830,41,8,1,0,1717,1,0,8,8,520,2,343,3,0
35831,32,2,1,0,356,1,0,8,8,451,3,999,0,0
35832,43,10,1,0,0,0,1,8,8,9,2,172,5,0
35833,52,2,1,0,26,1,0,8,8,191,2,368,1,0
35834,49,8,1,0,1499,1,0,8,8,87,1,999,0,0
35835,50,2,1,0,-26,1,0,8,8,301,2,999,0,0
35836,57,5,1,0,830,1,1,8,8,662,1,367,1,1
35837,49,2,1,0,863,1,1,8,8,101,1,999,0,0
35838,34,10,2,0,268,1,0,8,8,248,1,343,9,0
35839,46,3,1,0,245,1,0,8,8,78,1,359,3,0
35840,42,2,1,0,258,1,0,8,8,18,1,366,1,0
35841,53,2,1,1,20,1,0,8,8,273,1,999,0,0
35842,32,2,1,0,0,1,1,8,8,82,2,361,4,0
35843,50,5,2,0,709,1,0,8,8,207,1,999,0,0
35844,54,6,0,0,1483,1,1,8,8,53,2,999,0,0
35845,36,10,2,0,962,1,0,8,8,568,1,999,0,1
35846,34,5,2,0,90,1,0,8,8,67,3,999,0,0
35847,48,8,1,0,1291,1,0,8,8,255,2,999,0,0
35848,39,2,1,0,576,1,0,8,8,212,1,999,0,0
35849,46,10,0,0,0,1,1,8,8,306,1,262,1,0
35850,43,8,2,0,66,1,0,8,8,198,1,999,0,0
35851,40,1,2,0,1970,0,0,8,8,579,1,999,0,0
35852,42,5,1,0,-1,1,1,8,8,185,1,999,0,0
35853,53,8,1,0,125,1,0,8,8,176,1,999,0,0
35854,53,10,2,0,185,1,0,8,8,1448,2,999,0,1
35855,50,3,1,0,300,1,0,8,8,99,1,339,2,0
35856,40,10,2,0,287,1,0,8,8,69,1,298,3,0
35857,43,8,0,0,313,1,0,8,8,155,2,999,0,0
35858,34,10,0,0,49,0,0,8,8,142,1,999,0,0
35859,33,5,2,0,9449,1,0,8,8,428,1,999,0,0
35860,56,5,1,0,935,1,0,8,8,209,2,172,1,0
35861,56,2,0,0,-9,1,1,8,8,728,1,999,0,1
35862,36,2,1,0,0,1,0,8,8,171,1,172,3,0
35863,36,5,2,0,1531,1,0,8,8,81,3,170,1,0
35864,40,5,2,0,-222,1,0,8,8,291,1,337,1,0
35865,40,2,1,0,280,1,0,8,8,435,2,340,3,0
35866,40,8,1,0,-516,1,0,8,8,272,1,364,2,0
35867,36,2,1,0,535,1,0,8,8,121,1,343,3,0
35868,44,1,2,0,89,1,1,8,8,164,1,999,0,0
35869,42,7,0,0,216,1,0,8,8,144,3,999,0,0
35870,26,1,2,0,0,1,0,8,8,339,1,66,3,0
35871,45,1,1,0,-299,1,0,8,8,154,2,350,1,0
35872,39,10,2,0,1685,1,0,8,8,319,1,368,1,0
35873,49,2,1,0,-202,1,1,8,8,608,2,170,5,0
35874,46,1,0,0,-637,1,0,8,8,218,1,172,1,0
35875,33,1,0,0,891,0,0,8,8,398,2,999,0,1
35876,38,7,1,0,215,1,0,8,8,124,2,353,1,0
35877,43,2,1,0,361,1,0,8,8,87,2,999,0,0
35878,37,8,1,0,3429,1,1,8,8,151,4,171,11,0
35879,43,2,1,0,917,1,0,8,8,87,2,999,0,0
35880,39,5,2,0,1143,1,0,8,8,89,6,999,0,0
35881,40,1,1,0,-54,1,0,8,8,183,1,999,0,0
35882,35,8,1,1,-182,1,0,8,8,270,2,999,0,0
35883,52,10,1,0,337,1,0,8,8,247,1,261,4,0
35884,59,1,1,0,-198,1,1,8,8,206,1,999,0,0
35885,48,1,1,0,0,1,0,8,8,85,1,168,2,0
35886,34,2,1,0,0,1,0,8,8,325,1,170,2,0
35887,37,1,1,0,1314,1,0,8,8,682,2,85,7,0
35888,46,5,1,0,740,1,0,8,8,462,1,359,2,0
35889,32,2,2,0,2696,1,0,8,8,238,6,169,3,0
35890,34,4,1,0,4,1,0,8,8,81,2,999,0,0
35891,56,2,1,0,68,1,0,8,8,68,5,999,0,0
35892,30,1,1,0,518,1,0,8,8,127,1,999,0,0
35893,28,8,2,0,430,1,0,8,8,158,2,350,2,0
35894,46,2,1,0,0,1,0,8,8,264,2,999,0,0
35895,44,10,2,0,293,1,0,8,8,345,2,358,1,0
35896,36,2,1,0,0,1,0,8,8,254,2,361,8,0
35897,33,10,1,0,565,1,0,8,8,77,2,999,0,0
35898,46,2,1,0,-70,1,0,8,8,219,2,999,0,0
35899,34,10,2,0,1866,0,0,8,8,134,3,185,1,0
35900,38,1,1,0,0,1,0,8,8,175,2,999,0,0
35901,39,8,1,0,800,1,0,8,8,241,2,999,0,0
35902,41,8,0,0,787,1,0,8,8,297,2,999,0,0
35903,41,11,2,0,75,1,0,8,8,103,2,344,1,0
35904,50,5,0,0,356,0,0,8,8,198,2,358,5,0
35905,39,2,1,0,1433,1,0,8,8,182,2,366,1,0
35906,30,8,2,0,268,1,0,8,8,226,5,999,0,0
35907,39,10,0,0,665,1,0,8,8,133,8,999,0,0
35908,55,10,2,0,-703,1,0,8,8,123,3,999,0,0
35909,37,5,2,0,4543,1,0,8,8,137,1,340,5,0
35910,46,8,0,0,355,1,0,8,8,122,2,338,8,0
35911,41,5,1,0,-370,1,0,8,8,233,2,999,0,0
35912,31,9,2,0,25,1,0,8,8,85,2,368,2,0
35913,38,5,0,0,488,1,0,8,8,238,6,999,0,0
35914,39,1,1,0,170,1,0,8,8,408,2,999,0,0
35915,44,1,1,0,1248,1,1,8,8,428,3,999,0,0
35916,35,2,2,0,3507,1,0,8,8,422,2,999,0,0
35917,34,7,2,0,589,1,0,8,8,44,4,367,1,0
35918,36,10,2,0,251,1,0,8,8,91,4,999,0,0
35919,58,6,0,0,-808,1,0,8,8,75,4,999,0,0
35920,31,2,0,0,1,1,0,8,8,36,5,336,9,0
35921,44,5,1,0,438,1,0,8,8,37,3,303,1,0
35922,41,1,1,0,549,1,0,8,8,326,4,999,0,0
35923,36,4,1,0,409,1,0,8,8,104,2,999,0,0
35924,38,10,0,0,566,1,0,8,8,44,2,275,2,0
35925,35,1,2,0,0,1,0,8,8,376,3,999,0,0
35926,57,10,0,0,13,1,0,8,8,323,2,368,2,0
35927,34,8,0,0,800,1,1,8,8,309,2,999,0,0
35928,34,2,2,0,551,1,0,8,8,347,2,999,0,0
35929,59,5,1,0,0,1,0,8,8,130,1,999,0,0
35930,39,5,0,0,516,1,0,8,8,207,2,999,0,0
35931,27,1,2,0,3,1,0,8,8,346,2,999,0,0
35932,31,2,0,0,-209,1,0,8,8,154,3,367,2,0
35933,32,2,2,0,541,1,0,8,8,202,2,999,0,0
